,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
44635,AL012006,            ALBERTO,20060613,600,  , TS,28.8,84.4,55,995,90,150,30,60,30,50,0,30,0,0,0,0
44636,AL012006,            ALBERTO,20060613,1200,  , TS,29.5,84.1,45,996,60,100,60,60,0,0,0,0,0,0,0,0
44637,AL012006,            ALBERTO,20060613,1630, L, TS,29.9,83.7,40,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
44638,AL012006,            ALBERTO,20060613,1800,  , TS,30.3,83.5,35,997,150,0,0,0,0,0,0,0,0,0,0,0
44639,AL012006,            ALBERTO,20060614,0,  , TS,31.3,82.8,35,1001,130,0,0,0,0,0,0,0,0,0,0,0
44713,AL042006,              CHRIS,20060806,600,  , LO,22.8,80.2,20,1013,0,0,0,0,0,0,0,0,0,0,0,0
44714,AL042006,              CHRIS,20060806,1200,  , LO,23.2,81.7,15,1013,0,0,0,0,0,0,0,0,0,0,0,0
44761,AL062006,            ERNESTO,20060829,1200,  , TS,23.2,79.3,40,1006,75,0,0,40,0,0,0,0,0,0,0,0
44762,AL062006,            ERNESTO,20060829,1800,  , TS,23.9,79.9,40,1005,90,60,0,40,0,0,0,0,0,0,0,0
44763,AL062006,            ERNESTO,20060830,0,  , TS,24.7,80.4,40,1004,90,60,25,25,0,0,0,0,0,0,0,0
44764,AL062006,            ERNESTO,20060830,300, L, TS,24.9,80.6,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
44765,AL062006,            ERNESTO,20060830,500, L, TS,25.2,80.7,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
44766,AL062006,            ERNESTO,20060830,600,  , TS,25.3,80.8,40,1003,90,60,25,25,0,0,0,0,0,0,0,0
44767,AL062006,            ERNESTO,20060830,1200,  , TS,26.1,81.0,35,1002,60,60,0,0,0,0,0,0,0,0,0,0
44768,AL062006,            ERNESTO,20060830,1800,  , TS,27.0,80.9,35,1001,20,20,0,0,0,0,0,0,0,0,0,0
44769,AL062006,            ERNESTO,20060831,0,  , TS,28.1,80.7,35,1000,0,50,0,0,0,0,0,0,0,0,0,0
44770,AL062006,            ERNESTO,20060831,600,  , TS,29.4,80.4,45,999,0,75,40,0,0,0,0,0,0,0,0,0
44771,AL062006,            ERNESTO,20060831,1200,  , TS,30.6,79.9,55,995,50,75,40,0,0,25,20,0,0,0,0,0
45027,AL012007,             ANDREA,20070508,0,  , EX,31.0,74.9,55,1000,480,0,280,300,320,0,175,240,0,0,0,0
45028,AL012007,             ANDREA,20070508,600,  , EX,30.7,76.0,50,1001,300,180,150,240,150,0,0,180,0,0,0,0
45029,AL012007,             ANDREA,20070508,1200,  , EX,30.4,77.2,50,1001,200,180,150,240,120,0,0,120,0,0,0,0
45030,AL012007,             ANDREA,20070508,1800,  , EX,30.4,77.9,50,1001,150,120,120,150,120,0,0,120,0,0,0,0
45031,AL012007,             ANDREA,20070509,0,  , EX,30.6,78.3,50,1001,150,120,110,140,75,0,0,75,0,0,0,0
45032,AL012007,             ANDREA,20070509,600,  , SS,30.8,78.7,50,1001,175,120,110,120,75,0,0,75,0,0,0,0
45033,AL012007,             ANDREA,20070509,1200,  , SS,30.9,79.2,45,1003,120,100,90,60,0,0,0,0,0,0,0,0
45034,AL012007,             ANDREA,20070509,1800,  , SS,30.9,79.6,40,1003,100,100,0,0,0,0,0,0,0,0,0,0
45035,AL012007,             ANDREA,20070510,0,  , SS,30.7,79.8,40,1003,90,90,0,0,0,0,0,0,0,0,0,0
45036,AL012007,             ANDREA,20070510,600,  , SS,30.5,79.9,35,1003,90,90,0,0,0,0,0,0,0,0,0,0
45037,AL012007,             ANDREA,20070510,1200,  , SD,30.1,79.9,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
45038,AL012007,             ANDREA,20070510,1800,  , SD,29.7,79.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
45039,AL012007,             ANDREA,20070511,0,  , SD,29.4,79.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
45040,AL012007,             ANDREA,20070511,600,  , LO,29.1,79.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
45041,AL012007,             ANDREA,20070511,1200,  , LO,28.8,79.7,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
45042,AL012007,             ANDREA,20070511,1800,  , LO,28.5,79.5,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
45043,AL012007,             ANDREA,20070512,0,  , LO,28.5,79.1,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45044,AL012007,             ANDREA,20070512,600,  , LO,28.8,78.8,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45045,AL012007,             ANDREA,20070512,1200,  , LO,29.1,78.5,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45046,AL012007,             ANDREA,20070512,1800,  , LO,29.4,78.0,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45047,AL012007,             ANDREA,20070513,0,  , LO,29.7,77.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45048,AL012007,             ANDREA,20070513,600,  , LO,30.1,76.0,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45049,AL012007,             ANDREA,20070513,1200,  , LO,30.8,74.2,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
45050,AL012007,             ANDREA,20070513,1800,  , LO,31.4,71.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
45059,AL022007,              BARRY,20070601,1800,  , TS,23.6,85.7,40,1000,80,40,30,30,0,0,0,0,0,0,0,0
45060,AL022007,              BARRY,20070602,0,  , TS,24.3,85.2,50,997,80,40,30,50,20,0,0,20,0,0,0,0
45061,AL022007,              BARRY,20070602,600,  , TS,25.1,84.6,45,998,80,40,30,80,0,0,0,0,0,0,0,0
45062,AL022007,              BARRY,20070602,1200,  , TS,27.0,83.2,40,1000,80,40,30,80,0,0,0,0,0,0,0,0
45063,AL022007,              BARRY,20070602,1400, L, TD,27.5,82.7,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
45064,AL022007,              BARRY,20070602,1800,  , TD,29.7,82.1,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
45065,AL022007,              BARRY,20070603,0,  , EX,31.4,81.4,35,997,120,0,0,0,0,0,0,0,0,0,0,0
45141,AL052007,               ERIN,20070815,0,  , TD,23.7,90.7,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45142,AL052007,               ERIN,20070815,600,  , TD,24.5,91.8,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45143,AL052007,               ERIN,20070815,1200,  , TD,25.2,92.9,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
45190,AL072007,          GABRIELLE,20070908,0,  , SS,30.1,71.8,40,1011,125,0,0,125,0,0,0,0,0,0,0,0
45191,AL072007,          GABRIELLE,20070908,600,  , SS,30.5,72.8,40,1010,100,0,0,100,0,0,0,0,0,0,0,0
45192,AL072007,          GABRIELLE,20070908,1200,  , SS,31.1,73.8,35,1010,100,0,0,100,0,0,0,0,0,0,0,0
45238,AL092007,           HUMBERTO,20070913,1800,  , TS,31.0,92.9,35,1000,25,25,20,0,0,0,0,0,0,0,0,0
45242,AL102007,                TEN,20070921,1200,  , SD,29.1,85.4,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
45243,AL102007,                TEN,20070921,1800,  , TD,29.7,86.1,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
45244,AL102007,                TEN,20070922,0, L, TD,30.4,86.7,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45245,AL102007,                TEN,20070922,600,  , LO,30.7,87.7,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
45376,AL162007,               NOEL,20071031,1800,  , TS,22.6,78.8,45,995,100,100,0,100,0,0,0,0,0,0,0,0
45377,AL162007,               NOEL,20071101,0,  , TS,22.9,78.6,50,995,125,100,0,115,50,50,0,0,0,0,0,0
45378,AL162007,               NOEL,20071101,600,  , TS,23.4,78.3,50,993,125,100,0,115,50,50,0,0,0,0,0,0
45379,AL162007,               NOEL,20071101,1200,  , TS,23.9,78.0,50,993,150,100,0,100,50,50,0,0,0,0,0,0
45380,AL162007,               NOEL,20071101,1315, L, TS,24.1,77.9,50,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45381,AL162007,               NOEL,20071101,1745, L, TS,25.0,77.4,55,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45382,AL162007,               NOEL,20071101,1800,  , TS,25.1,77.3,55,992,175,125,30,100,75,60,0,0,0,0,0,0
45383,AL162007,               NOEL,20071102,0,  , HU,26.4,76.5,70,981,200,175,60,100,75,60,0,0,40,0,0,0
45384,AL162007,               NOEL,20071102,600,  , HU,27.7,75.6,70,981,250,250,75,120,90,90,35,40,40,0,25,25
45385,AL162007,               NOEL,20071102,1200,  , HU,28.7,74.4,70,981,250,270,75,150,100,100,50,100,60,30,30,60
45386,AL162007,               NOEL,20071102,1800,  , HU,30.3,73.3,70,980,300,270,90,150,100,100,60,100,0,30,30,60
45422,AL172007,               OLGA,20071215,1800,  , LO,23.3,88.2,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
45423,AL172007,               OLGA,20071216,0,  , LO,25.0,87.2,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
45424,AL172007,               OLGA,20071216,600,  , LO,26.3,85.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
45533,AL042008,              DOLLY,20080721,1800,  , TS,22.8,90.4,45,1005,150,120,0,120,0,0,0,0,0,0,0,0
45534,AL042008,              DOLLY,20080722,0,  , TS,23.0,92.0,45,1000,150,120,30,120,0,0,0,0,0,0,0,0
45535,AL042008,              DOLLY,20080722,600,  , TS,23.2,93.3,45,999,140,120,30,120,0,0,0,0,0,0,0,0
45558,AL052008,            EDOUARD,20080803,1200,  , TD,28.1,87.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
45559,AL052008,            EDOUARD,20080803,1800,  , TD,28.1,87.8,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
45560,AL052008,            EDOUARD,20080804,0,  , TS,28.1,88.5,45,1002,20,30,0,0,0,0,0,0,0,0,0,0
45561,AL052008,            EDOUARD,20080804,600,  , TS,28.1,89.6,40,1005,30,0,0,0,0,0,0,0,0,0,0,0
45562,AL052008,            EDOUARD,20080804,1200,  , TS,28.1,90.3,40,1002,30,0,0,0,0,0,0,0,0,0,0,0
45563,AL052008,            EDOUARD,20080804,1800,  , TS,28.3,91.0,40,1001,60,60,0,60,0,0,0,0,0,0,0,0
45564,AL052008,            EDOUARD,20080805,0,  , TS,28.5,91.7,50,999,60,60,45,60,30,0,0,0,0,0,0,0
45565,AL052008,            EDOUARD,20080805,600,  , TS,29.0,92.9,55,997,60,60,45,60,30,0,0,0,0,0,0,0
45588,AL062008,                FAY,20080818,1200,  , TS,23.2,81.2,50,1002,100,90,0,0,65,0,0,0,0,0,0,0
45589,AL062008,                FAY,20080818,1800,  , TS,24.3,81.7,50,1000,110,90,30,30,60,0,0,0,0,0,0,0
45590,AL062008,                FAY,20080818,2030, L, TS,24.5,81.8,50,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45591,AL062008,                FAY,20080819,0,  , TS,25.0,81.9,50,997,110,90,30,30,60,0,0,0,0,0,0,0
45592,AL062008,                FAY,20080819,600,  , TS,25.5,81.8,55,994,110,90,30,30,60,60,15,0,0,0,0,0
45593,AL062008,                FAY,20080819,845, L, TS,25.9,81.6,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45594,AL062008,                FAY,20080819,1200,  , TS,26.4,81.4,55,988,100,90,30,30,30,30,0,0,0,0,0,0
45595,AL062008,                FAY,20080819,1800,  , TS,27.0,81.1,60,986,120,150,30,30,20,20,0,0,0,0,0,0
45596,AL062008,                FAY,20080820,0,  , TS,27.5,80.9,55,988,120,120,30,30,20,20,0,0,0,0,0,0
45597,AL062008,                FAY,20080820,600,  , TS,28.0,80.6,50,992,120,100,30,40,20,20,0,0,0,0,0,0
45598,AL062008,                FAY,20080820,1200,  , TS,28.4,80.6,45,994,100,90,0,0,0,0,0,0,0,0,0,0
45599,AL062008,                FAY,20080820,1800,  , TS,28.7,80.6,45,997,120,100,0,30,0,0,0,0,0,0,0,0
45600,AL062008,                FAY,20080821,0,  , TS,28.9,80.5,50,993,130,100,40,100,40,40,0,0,0,0,0,0
45601,AL062008,                FAY,20080821,600,  , TS,29.1,80.7,50,993,130,100,40,100,60,40,0,0,0,0,0,0
45602,AL062008,                FAY,20080821,1200,  , TS,29.2,80.7,50,993,130,100,40,100,60,40,0,0,0,0,0,0
45603,AL062008,                FAY,20080821,1800,  , TS,29.3,81.0,55,993,130,100,40,100,60,40,0,0,0,0,0,0
45604,AL062008,                FAY,20080821,1900, L, TS,29.3,81.1,55,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45605,AL062008,                FAY,20080822,0,  , TS,29.3,81.2,50,994,150,130,50,100,50,40,0,0,0,0,0,0
45606,AL062008,                FAY,20080822,600,  , TS,29.5,81.9,50,995,150,120,0,0,40,30,0,0,0,0,0,0
45607,AL062008,                FAY,20080822,1200,  , TS,29.6,82.4,45,996,120,100,0,0,0,0,0,0,0,0,0,0
45608,AL062008,                FAY,20080822,1800,  , TS,29.8,83.0,40,997,120,100,40,0,0,0,0,0,0,0,0,0
45609,AL062008,                FAY,20080823,0,  , TS,29.7,83.8,45,996,0,80,80,0,0,0,0,0,0,0,0,0
45610,AL062008,                FAY,20080823,600,  , TS,29.8,84.7,45,997,0,80,80,0,0,0,0,0,0,0,0,0
45611,AL062008,                FAY,20080823,615, L, TS,29.8,84.7,45,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
45612,AL062008,                FAY,20080823,1200,  , TS,30.0,85.2,40,998,0,80,80,0,0,0,0,0,0,0,0,0
45613,AL062008,                FAY,20080823,1800,  , TS,30.5,85.9,40,999,0,80,30,0,0,0,0,0,0,0,0,0
45614,AL062008,                FAY,20080824,0,  , TD,30.8,86.7,30,999,0,0,0,0,0,0,0,0,0,0,0,0
45615,AL062008,                FAY,20080824,600,  , TD,31.1,87.7,30,999,0,0,0,0,0,0,0,0,0,0,0,0
45618,AL062008,                FAY,20080825,0,  , TD,31.3,90.0,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
45658,AL072008,             GUSTAV,20080831,0,  , HU,22.7,83.5,120,950,160,120,100,135,100,90,60,75,60,40,30,35
45659,AL072008,             GUSTAV,20080831,600,  , HU,23.6,84.4,105,960,175,135,120,135,120,75,60,75,45,30,30,30
45660,AL072008,             GUSTAV,20080831,1200,  , HU,24.8,85.5,100,961,190,150,120,150,120,90,60,90,45,30,25,30
45661,AL072008,             GUSTAV,20080831,1800,  , HU,25.9,86.7,95,960,200,175,130,165,120,90,60,90,60,40,25,40
45662,AL072008,             GUSTAV,20080901,0,  , HU,26.9,87.7,95,953,200,180,140,180,130,90,60,120,70,40,30,60
45663,AL072008,             GUSTAV,20080901,600,  , HU,27.9,89.0,95,954,220,200,140,160,130,100,60,100,70,40,30,50
45664,AL072008,             GUSTAV,20080901,1200,  , HU,28.8,90.3,95,955,200,200,140,150,130,100,60,90,70,50,40,40
45665,AL072008,             GUSTAV,20080901,1500, L, HU,29.2,90.7,90,954,175,175,140,135,130,100,70,75,35,50,40,30
45666,AL072008,             GUSTAV,20080901,1800,  , HU,29.8,91.4,85,958,150,160,140,75,45,75,70,50,25,30,30,25
45667,AL072008,             GUSTAV,20080902,0,  , TS,30.7,92.3,60,971,100,100,75,60,35,35,0,35,0,0,0,0
45668,AL072008,             GUSTAV,20080902,600,  , TS,31.4,93.1,40,981,60,40,0,40,0,0,0,0,0,0,0,0
45697,AL082008,              HANNA,20080831,1800,  , TS,23.6,71.0,40,997,100,100,75,100,0,0,0,0,0,0,0,0
45698,AL082008,              HANNA,20080901,0,  , TS,23.5,71.7,45,997,100,100,75,100,0,0,0,0,0,0,0,0
45699,AL082008,              HANNA,20080901,600,  , TS,23.2,72.0,50,996,120,120,75,100,60,60,40,50,0,0,0,0
45700,AL082008,              HANNA,20080901,1200,  , TS,22.8,72.2,60,990,120,140,75,100,60,60,40,50,0,0,0,0
45711,AL082008,              HANNA,20080904,0,  , TS,22.7,71.8,55,989,250,200,30,230,85,0,0,75,0,0,0,0
45712,AL082008,              HANNA,20080904,600,  , TS,23.4,72.4,60,990,250,200,30,230,90,0,0,90,0,0,0,0
45713,AL082008,              HANNA,20080904,1200,  , TS,24.1,73.2,55,989,275,200,30,230,90,0,0,90,0,0,0,0
45714,AL082008,              HANNA,20080904,1800,  , TS,25.1,74.3,55,989,275,225,30,200,90,0,0,90,0,0,0,0
45715,AL082008,              HANNA,20080905,0,  , TS,26.1,75.8,55,987,275,225,60,150,90,0,20,90,0,0,0,0
45716,AL082008,              HANNA,20080905,600,  , TS,27.2,77.3,55,984,275,225,60,120,90,0,20,90,0,0,0,0
45717,AL082008,              HANNA,20080905,1200,  , TS,28.2,78.5,55,980,250,225,75,120,90,90,20,90,0,0,0,0
45718,AL082008,              HANNA,20080905,1800,  , TS,29.9,78.7,60,980,250,200,75,120,90,90,20,50,0,0,0,0
45767,AL092008,                IKE,20080909,1400, L, HU,22.6,82.9,70,965,155,155,100,170,90,75,30,90,30,0,0,30
45768,AL092008,                IKE,20080909,1800,  , HU,22.7,83.3,65,966,155,150,105,170,100,75,30,90,20,0,0,30
45769,AL092008,                IKE,20080910,0,  , HU,23.1,84.0,65,968,160,150,110,180,100,75,30,90,30,0,0,20
45770,AL092008,                IKE,20080910,600,  , HU,23.4,84.6,70,964,170,150,115,180,110,75,45,90,45,0,0,20
45771,AL092008,                IKE,20080910,1200,  , HU,23.8,85.2,80,959,180,155,120,180,120,80,60,100,75,20,15,45
45772,AL092008,                IKE,20080910,1800,  , HU,24.2,85.8,85,958,195,160,120,180,130,90,75,110,90,40,30,60
45773,AL092008,                IKE,20080911,0,  , HU,24.7,86.4,85,944,210,170,120,180,140,105,90,125,100,60,30,75
45774,AL092008,                IKE,20080911,600,  , HU,25.1,87.1,85,945,220,190,130,180,150,120,90,140,100,75,30,75
45775,AL092008,                IKE,20080911,1200,  , HU,25.5,88.0,85,946,230,240,150,180,150,135,90,140,100,75,30,60
45776,AL092008,                IKE,20080911,1800,  , HU,25.8,88.9,85,952,240,240,150,180,150,150,90,140,100,75,30,60
45777,AL092008,                IKE,20080912,0,  , HU,26.1,90.0,85,954,240,230,150,180,150,150,100,140,100,75,60,60
45778,AL092008,                IKE,20080912,600,  , HU,26.4,91.1,90,954,240,215,150,180,150,150,100,140,105,75,60,60
45779,AL092008,                IKE,20080912,1200,  , HU,26.9,92.2,95,954,240,210,150,180,150,150,100,140,105,75,60,60
45780,AL092008,                IKE,20080912,1800,  , HU,27.5,93.2,95,954,240,205,150,175,150,150,90,105,105,90,60,75
45976,AL172008,             PALOMA,20081113,600,  , LO,22.8,83.8,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
45977,AL172008,             PALOMA,20081113,1200,  , LO,23.8,84.7,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
45978,AL172008,             PALOMA,20081113,1800,  , LO,25.0,85.5,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
45979,AL172008,             PALOMA,20081114,0,  , LO,26.8,85.9,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
45980,AL172008,             PALOMA,20081114,600,  , LO,28.9,85.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
45981,AL012009,                ONE,20090526,1800,  , LO,30.6,75.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
46068,AL042009,          CLAUDETTE,20090816,600,  , TD,27.0,83.4,30,1011,0,0,0,0,0,0,0,0,0,0,0,0
46069,AL042009,          CLAUDETTE,20090816,1200,  , TS,28.2,84.2,35,1010,40,40,0,0,0,0,0,0,0,0,0,0
46070,AL042009,          CLAUDETTE,20090816,1800,  , TS,29.1,85.1,50,1008,60,60,15,30,0,30,0,0,0,0,0,0
46071,AL042009,          CLAUDETTE,20090817,0,  , TS,29.8,85.8,45,1005,40,60,15,30,0,0,0,0,0,0,0,0
46072,AL042009,          CLAUDETTE,20090817,530, L, TS,30.4,86.5,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
46073,AL042009,          CLAUDETTE,20090817,600,  , TS,30.5,86.6,40,1005,35,80,0,0,0,0,0,0,0,0,0,0
46077,AL052009,              DANNY,20090826,1200,  , TS,24.6,70.1,40,1009,120,120,0,120,0,0,0,0,0,0,0,0
46078,AL052009,              DANNY,20090826,1800,  , TS,25.1,70.7,45,1009,150,120,0,120,0,0,0,0,0,0,0,0
46079,AL052009,              DANNY,20090827,0,  , TS,25.9,71.2,50,1006,150,120,0,135,120,0,0,0,0,0,0,0
46080,AL052009,              DANNY,20090827,600,  , TS,27.0,71.8,50,1006,180,120,0,135,120,0,0,0,0,0,0,0
46081,AL052009,              DANNY,20090827,1200,  , TS,27.4,72.7,50,1006,180,150,0,135,120,0,0,0,0,0,0,0
46082,AL052009,              DANNY,20090827,1800,  , TS,27.4,73.3,45,1008,180,150,0,120,0,0,0,0,0,0,0,0
46083,AL052009,              DANNY,20090828,0,  , TS,28.1,73.5,40,1008,180,150,0,90,0,0,0,0,0,0,0,0
46084,AL052009,              DANNY,20090828,600,  , TS,29.0,74.4,35,1008,150,150,0,0,0,0,0,0,0,0,0,0
46085,AL052009,              DANNY,20090828,1200,  , TS,29.7,75.4,35,1008,150,150,0,0,0,0,0,0,0,0,0,0
46086,AL052009,              DANNY,20090828,1800,  , TS,30.1,75.7,35,1007,0,150,0,0,0,0,0,0,0,0,0,0
46087,AL052009,              DANNY,20090829,0,  , TS,31.0,75.0,35,1006,0,150,0,0,0,0,0,0,0,0,0,0
46234,AL112009,                IDA,20091109,0,  , HU,23.0,86.5,90,979,150,100,45,90,60,30,30,30,30,15,15,15
46235,AL112009,                IDA,20091109,600,  , HU,24.4,87.5,80,988,175,100,45,90,60,30,30,30,30,15,15,15
46236,AL112009,                IDA,20091109,1200,  , TS,26.3,88.3,60,989,175,125,45,125,60,30,40,50,0,0,0,0
46237,AL112009,                IDA,20091109,1800,  , HU,27.9,88.6,65,990,175,125,75,125,60,0,50,50,0,0,20,0
46238,AL112009,                IDA,20091109,2100, W, HU,28.5,88.7,75,990,175,125,75,125,60,0,50,50,0,0,20,0
46239,AL112009,                IDA,20091110,0,  , TS,28.9,88.7,60,993,175,125,75,100,60,0,50,50,0,0,0,0
46240,AL112009,                IDA,20091110,600,  , TS,29.8,88.6,50,998,125,150,75,75,20,0,0,20,0,0,0,0
46241,AL112009,                IDA,20091110,900, S, EX,30.1,88.3,45,998,125,150,75,75,0,0,0,0,0,0,0,0
46242,AL112009,                IDA,20091110,1200,  , EX,30.3,88.0,35,999,30,60,60,30,0,0,0,0,0,0,0,0
46243,AL112009,                IDA,20091110,1800,  , EX,30.6,87.2,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
46244,AL112009,                IDA,20091111,0,  , EX,30.6,86.3,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
46245,AL112009,                IDA,20091111,600,  , EX,30.8,85.5,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
46280,AL022010,                TWO,20100707,1800,  , LO,22.8,92.8,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
46294,AL032010,             BONNIE,20100722,2315, L, TS,23.0,75.7,35,1006,30,0,0,0,0,0,0,0,0,0,0,0
46295,AL032010,             BONNIE,20100723,0,  , TS,23.1,75.9,35,1006,40,0,0,0,0,0,0,0,0,0,0,0
46296,AL032010,             BONNIE,20100723,515, L, TS,23.7,77.5,40,1005,70,0,0,40,0,0,0,0,0,0,0,0
46297,AL032010,             BONNIE,20100723,600,  , TS,23.8,77.8,40,1005,75,0,0,45,0,0,0,0,0,0,0,0
46298,AL032010,             BONNIE,20100723,1200,  , TS,24.8,79.7,35,1006,75,45,0,45,0,0,0,0,0,0,0,0
46299,AL032010,             BONNIE,20100723,1430, L, TS,25.4,80.2,35,1007,75,40,0,40,0,0,0,0,0,0,0,0
46300,AL032010,             BONNIE,20100723,1800,  , TD,25.8,81.1,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
46301,AL032010,             BONNIE,20100724,0,  , TD,26.3,82.6,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
46302,AL032010,             BONNIE,20100724,600,  , TD,26.7,84.4,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
46303,AL032010,             BONNIE,20100724,1200,  , TD,27.5,85.9,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
46304,AL032010,             BONNIE,20100724,1800,  , TD,28.1,87.1,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
46305,AL032010,             BONNIE,20100725,0,  , LO,28.6,88.3,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
46306,AL032010,             BONNIE,20100725,600,  , LO,29.2,89.5,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
46307,AL032010,             BONNIE,20100725,1200,  , LO,29.8,90.5,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
46308,AL032010,             BONNIE,20100725,1800,  , LO,30.1,91.0,15,1014,0,0,0,0,0,0,0,0,0,0,0,0
46334,AL052010,               FIVE,20100810,600,  , LO,25.7,83.0,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46335,AL052010,               FIVE,20100810,1200,  , LO,25.7,83.3,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46336,AL052010,               FIVE,20100810,1800,  , TD,25.9,83.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
46337,AL052010,               FIVE,20100811,0,  , TD,26.1,84.1,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
46338,AL052010,               FIVE,20100811,600,  , LO,26.5,85.0,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
46339,AL052010,               FIVE,20100811,1200,  , LO,27.1,86.1,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46340,AL052010,               FIVE,20100811,1800,  , LO,28.0,87.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
46341,AL052010,               FIVE,20100812,0,  , LO,29.0,88.4,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
46342,AL052010,               FIVE,20100812,600,  , LO,29.4,88.8,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46343,AL052010,               FIVE,20100812,1200,  , LO,29.7,89.0,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46344,AL052010,               FIVE,20100812,1800,  , LO,29.8,89.0,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46345,AL052010,               FIVE,20100813,0,  , LO,30.0,88.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
46346,AL052010,               FIVE,20100813,600,  , LO,30.4,88.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
46347,AL052010,               FIVE,20100813,1200,  , LO,30.8,88.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46348,AL052010,               FIVE,20100813,1800,  , LO,31.4,88.0,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
46357,AL052010,               FIVE,20100816,0,  , LO,30.8,85.3,20,1011,0,0,0,0,0,0,0,0,0,0,0,0
46358,AL052010,               FIVE,20100816,600,  , LO,30.0,85.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
